"ISO3","Year","unsc","unsc_t1","unsc3","ArrangementID","avgcondtype_all","nrcondtype_all","rohstoff_cond","stabil_cond","rohstoff_cond_share","stabil_cond_share","XDebtGNI","DebtServGNI","ResXDebt","FuelExportPct","MineralExportPct","Rohstoffabhängigkeit","Rohstoffabhaengigkeit"
"CPV",2022,0,0,0,832,4,72,0,83,0,83,96.9941368513357,16.4615,30.3660227232231,0,0.00576283024949212,0.00576283024949212,0.00576283024949212
"CPV",2023,0,0,0,NA,NA,NA,0,0,0,0,95.0324943346692,16.7177,34.0235392545612,0,5.83139625688506e-05,5.83139625688506e-05,5.83139625688506e-05
"CPV",2024,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"CPV",2025,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"GAB",2002,0,0,0,NA,NA,NA,0,0,0,0,84.7590815376223,6.5382,4.09584238222851,83.8178488029703,1.77445857699742,85.5923073799677,85.5923073799677
"GAB",2003,0,0,0,NA,NA,NA,0,0,0,0,80.3026082056312,8.5006,5.30438595496239,88.3710263827654,1.05563054621456,89.42665692898,89.42665692898
"GAB",2004,0,0,0,540,30,150,0,25,0,25,81.7675371418698,4.4504,10.9219293951205,76.1833932062393,5.50841106598959,81.6918042722289,81.6918042722289
"GAB",2005,0,0,0,NA,NA,NA,0,0,0,0,83.9495998399241,6.1547,16.953304656094,84.0432355614467,3.59283990122888,87.6360754626756,87.6360754626756
"GAB",2006,0,0,0,NA,NA,NA,0,0,0,0,88.6494092562519,9.7823,25.6790696913332,85.6108217616136,3.15100423734133,88.7618259989549,88.7618259989549
"GAB",2007,0,0,0,579,7.83333333333333,94,28,25,28,25,85.1324791636578,8.6978,24.1251490739474,83.4131671985386,3.60059532421835,87.0137625227569,87.0137625227569
"GAB",2008,0,0,0,NA,NA,NA,0,0,0,0,88.9988725945748,4.6305,77.7895270346854,89.172106484587,2.21111070998674,91.3832171945737,91.3832171945737
"GAB",2009,0,0,0,NA,NA,NA,0,0,0,0,83.5045774235636,3.823,73.5126027402267,83.1348290725266,3.03112583114056,86.1659549036672,86.1659549036672
"GAB",2010,1,0,1,NA,NA,NA,0,0,0,0,89.1576627248353,5.8434,59.5527825312156,90.0238109825846,2.48688091630774,92.5106918988923,92.5106918988923
"GAB",2011,1,1,1,NA,NA,NA,0,0,0,0,90.4983773331323,5.8132,67.7770827112681,85.8523172012879,3.8579113367887,89.7102285380766,89.7102285380766
"GAB",2012,0,0,0,NA,NA,NA,0,0,0,0,92.3428089420545,3.4281,72.5556039077438,71.2999874587435,1.21683062244485,72.5168180811883,72.5168180811883
"GAB",2013,0,0,0,NA,NA,NA,0,0,0,0,90.6350361478645,5.6605,62.2779522850069,65.7772359485275,1.3868214654464,67.1640574139739,67.1640574139739
"GAB",2014,0,0,0,NA,NA,NA,0,0,0,0,73.5203290162438,1.571,53.3394315418242,57.3466183308981,1.09231849999857,58.4389368308967,58.4389368308967
"GAB",2015,0,0,0,NA,NA,NA,0,0,0,0,73.9497814588281,4.1015,36.3070036950427,41.9546334620749,1.57938272358853,43.5340161856634,43.5340161856634
"GAB",2016,0,0,0,NA,NA,NA,0,0,0,0,70.1333810645308,4.4693,14.6534093625024,30.8820467592108,1.82553919658524,32.707585955796,32.707585955796
"GAB",2017,0,0,0,759,14.5833333333333,175,6,55,6,55,75.0687404456638,3.151,14.6694853489707,62.2945642697917,3.31591796865075,65.6104822384424,65.6104822384424
"GAB",2018,0,0,0,NA,NA,NA,0,0,0,0,77.0365976973024,2.7171,19.1565890079185,53.4577795641384,3.11836475453618,56.5761443186746,56.5761443186746
"GAB",2019,0,0,0,NA,NA,NA,0,0,0,0,73.4280894486644,4.9331,18.8164911893315,54.8656896318362,4.31465619463794,59.1803458264741,59.1803458264741
"GAB",2020,0,0,0,NA,NA,NA,0,0,0,0,70.1140546463796,0.9768,17.9367466818875,52.9194386591688,6.19989793138207,59.1193365905509,59.1193365905509
"GAB",2021,0,0,0,815,5.66666666666667,68,8,11,8,11,85.3483122054787,0.2149,16.6511067504691,52.3128650846528,6.75461904672039,59.0674841313732,59.0674841313732
"GAB",2022,0,0,0,NA,NA,NA,0,0,0,0,92.0630888496921,4.0583,17.7145145244664,67.2482428452105,6.4339342258012,73.6821770710117,73.6821770710117
"GAB",2023,0,0,0,NA,NA,NA,0,0,0,0,91.4786533179144,1.6365,19.1051573724264,53.9865618745688,23.3145469906779,77.3011088652467,77.3011088652467
"GAB",2024,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"GAB",2025,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"GHA",2002,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
"GHA",2003,0,0,0,521,6.58333333333333,79,37,69,37,69,97.2871457139532,9.1218,17.7094465886763,0.0481803318787904,2.46857072038619,2.51675105226498,2.51675105226498
"GHA",2003,0,0,0,521,10.5714285714286,148,37,69,37,69,97.2871457139532,9.1218,17.7094465886763,0.0481803318787904,2.46857072038619,2.51675105226498,2.51675105226498
"GHA",2004,0,0,0,NA,NA,NA,0,0,0,0,99.6703343472122,7.6007,24.1550830330168,2.25891488923827,1.49737393398241,3.75628882322068,3.75628882322068
"GHA",2005,0,0,0,NA,NA,NA,0,0,0,0,98.1715141146279,9.5381,23.4436293829066,2.42026667222042,3.60406853600616,6.02433520822658,6.02433520822658
"GHA",2006,1,0,1,NA,NA,NA,0,0,0,0,64.5190542439152,19.501,37.4426444714508,0.449413904187484,2.16102136221263,2.61043526640011,2.61043526640011
"GHA",2007,1,1,1,NA,NA,NA,0,0,0,0,65.3543222852532,14.6711,26.6903335506933,0.758742699996961,2.87234023304386,3.63108293304082,3.63108293304082
"GHA",2008,0,0,0,NA,NA,NA,0,0,0,0,69.5142256111434,11.1993,20.0242024793272,1.32905143391096,3.51368318139587,4.84273461530683,4.84273461530683
"GHA",2009,0,0,0,619,14.6666666666667,176,20,49,20,49,71.5947385281523,11.6577,28.4806289961588,1.75329081764514,1.74904889698946,3.5023397146346,3.5023397146346
"GHA",2010,0,0,0,NA,NA,NA,0,0,0,0,75.3778157916824,11.6317,28.6808407522775,0.114294159518324,4.01489450472122,4.12918866423954,4.12918866423954
"GHA",2011,0,0,0,NA,NA,NA,0,0,0,0,86.2954538549695,12.6413,27.7400934400547,40.4219396496718,1.36513638736008,41.7870760370319,41.7870760370319
"GHA",2012,0,0,0,NA,NA,NA,0,0,0,0,93.1680351286831,11.2644,25.203835852371,28.9638835969169,1.47263285139011,30.436516448307,30.436516448307
"GHA",2013,0,0,0,NA,NA,NA,0,0,0,0,60.7593219028775,12.8057,19.6002334524153,24.7444175029272,2.06865588093151,26.8130733838587,26.8130733838587
"GHA",2014,0,0,0,NA,NA,NA,0,0,0,0,63.8365624430783,10.7377,19.5099774614687,29.7421554112913,1.73605428922296,31.4782097005143,31.4782097005143
"GHA",2015,0,0,0,725,11.0833333333333,133,19,97,19,97,76.5212709243242,10.5541,18.3432463946771,21.7019621780148,1.53114850582018,23.233110683835,23.233110683835
"GHA",2015,0,0,0,725,15.0625,241,19,97,19,97,76.5212709243242,10.5541,18.3432463946771,21.7019621780148,1.53114850582018,23.233110683835,23.233110683835
