orgorder	strucperf	arrnum	countryname	arrtype	approvaldate	initialenddate	revisedenddate	boardactdate	econcode	econdescrpt	descpt	spc_pa_sb	testdate	revstatus	comments	programtype	reviewtype
S010800506	structural	514	burkina faso	PRGF	11.06.2003	10.06.2006	30.09.2006	08.09.2006	7.9	Budget approval and submission	Submission to the Auditor General Office of the 2004 draft annual budget act.	SPC	09.30.2005	M		P1	R6
S010800507	structural	514	burkina faso	PRGF	11.06.2003	10.06.2006	30.09.2006	08.09.2006	10	Financial sector	Closing of all nonfinancial private enterprise deposit accounts with the treasury, as described in paragraph 15 of MEFP.	SPC	09.30.2003	M		P1	R6
S010800508	structural	578	burkina faso	PRGF	23.04.2007	22.04.2010		09.01.2008	6	Privatization	Secure government approval of a liberalization strategy for SOFITEX (part-government owned cotton company) in collaboration with the World Bank (MEFP ¶22).	SB	12.31.2007	SB		P1	R1
S010800509	structural	578	burkina faso	PRGF	23.04.2007	22.04.2010		09.01.2008	7.1	Revenues	Put in place a mechanism to accelerate VAT refunds so that verified refund requests are paid within 90 days. (MEFP ¶27)	SB	06.30.2007	NM	At P1R1, not met; implemented as of November 15, 2007.	P1	R1
S010800510	structural	578	burkina faso	PRGF	23.04.2007	22.04.2010		09.01.2008	7.1	Revenues	Make main ASYCUDA modules fully functional in computerized offices and put them into operation, beginning with Ouagadougou (MEFP ¶28).	SB	09.30.2007	NM	At P1R1, not met; expected to be met as of December 31, 2007.	P1	R1
S010800511	structural	578	burkina faso	PRGF	23.04.2007	22.04.2010		09.01.2008	7.1	Revenues	Put in operation a computerized customs-specific valuation database in the computerized offices (MEFP ¶28).	SB	09.30.2007	M		P1	R1
S010800512	structural	578	burkina faso	PRGF	23.04.2007	22.04.2010		09.01.2008	7.1	Revenues	Submit the single tax code to parliament consolidating all tax legislation (MEFP ¶30).	SB	12.31.2007	SB		P1	R1
S010800513	structural	578	burkina faso	PRGF	23.04.2007	22.04.2010		09.01.2008	7.1	Revenues	Secure approval from the Council of Ministers for a tax policy reform strategy in line with Fund staff recommendations (MEFP ¶30).	SB	12.31.2007	SB		P1	R1
S010800514	structural	578	burkina faso	PRGF	23.04.2007	22.04.2010		09.01.2008	7.1	Revenues	During the third quarter of 2008, assign at least 50 percent of customs declarations to the green and blue channels and keep the percentage of declarations thus selected but assigned for futher controls by individual inspectors to less than 10 percent.	SB	09.30.2008	SB		P1	R1
S010800515	structural	578	burkina faso	PRGF	23.04.2007	22.04.2010		09.01.2008	7.1	Revenues	Harmonize VAT thresholds for large, medium, and small taxpayers and subject small taxpayers to simplified taxation instead of VAT, in line with Fund recommendations.	SB	06.30.2008	SB		P1	R1
S010800516	structural	578	burkina faso	PRGF	23.04.2007	22.04.2010		09.01.2008	7.1	Revenues	Submit a comprehensive tax policy reform program to parliament	SB	12.31.2008	SB		P1	R1
S010800517	structural	578	burkina faso	PRGF	23.04.2007	22.04.2010		09.01.2008	7.1	Revenues	Cabinet approval of comprehensive tax policy reform strategy	SB	04.30.2008	SB		P1	R1
S010800518	structural	578	burkina faso	PRGF	23.04.2007	22.04.2010		09.01.2008	7.2	Expenditures	Introduce a comprehensive system for tracking foreign-financed expenditures (MEFP ¶32).	SB	12.31.2007	SB		P1	R1
S010800519	structural	578	burkina faso	PRGF	23.04.2007	22.04.2010		09.01.2008	7.2	Expenditures	Introduce comprehensive system for tracking poverty reducing expenditures	SB	06.30.2008	SB		P1	R1
S010800520	structural	578	burkina faso	PRGF	23.04.2007	22.04.2010		09.01.2008	7.2	Expenditures	Develop an action plan for improving the effectiveness of ex ante expenditure controls, including the elimination of redundant procedures.	SB	12.31.2008	SB		P1	R1
S010800521	structural	578	burkina faso	PRGF	23.04.2007	22.04.2010		09.01.2008	7.9	Budget approval and submission	Submission to parliament of a draft 2009 budget that includes tax policy measures consistent with the tax policy reform program.	SB	09.30.2008	SB	Benchmark, 3rd review	P1	R1
S010800522	structural	578	burkina faso	PRGF	23.04.2007	22.04.2010		09.01.2008	11.4	Price liberalization	Adopt a formula-based producer price mechanism for cotton linking the producer price to world prices in collaboration with the World Bank (MEFP ¶23).	SB	06.30.2007	M		P1	R1
S010800523	structural	578	burkina faso	PRGF	23.04.2007	22.04.2010		09.01.2008	7.1	Revenues	Use Sintax to generate a list of LTO late filers and nonfilers for the main tax categories (VAT, corporate income, tax on income from securities, and tax on income from real estate), and send reminders within a week after the declaration deadline (MEFP ¶27).	SPC	12.31.2007	W	At P1R1, not met, waiver granted, and continous implementation beginning February 1, 2008.	P1	R1
S010800524	structural	578	burkina faso	PRGF	23.04.2007	22.04.2010		09.01.2008				SPC	Continuous	PC	At P1R0, spc to begin on 6/30/07, with a continuous test date thereafter. Continous implementation beginning February 1, 2008	P1	R1
S010800525	structural	578	burkina faso	PRGF	23.04.2007	22.04.2010		09.01.2008	7.1	Revenues	Implement the single customs declaration form (MEFP ¶28).	SPC	06.30.2007	W	At P1R1, not met, waiver granted; and implemented as of November 22, 2007.	P1	R1
S010800526	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	1	Exchange System	Elimination of all remaining exchange restrictions on current account transactions and bona fide amortization payments	PA	Program Prior Action	M		P1	R6
S010800527	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	1	Exchange System	Adopt and publish the single exchange system regulation.	PA	Fifth Review Prior action	M	At P1R5, regulation issued on 12/12/06.	P1	R6
S010800528	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	2	Trade Regime	Modify import pre-inspection regime: (i) abolish levy for private sector development fund; (ii)modify the 10 percent fine for nonpre-inspection to a graduated rate and apply it; and (iii) ministerial order instituting a generalized pre-import declaration obligation at customes thereby delinking it from the exchange regulation regime. 	PA	Second Review Prior action	M		P1	R6
S010800529	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	2	Trade Regime	Put into effect the new regulation on import procedures of January 24, 2006	PA	Fourth Review Prior action	M	 Combined 3rd and 4th reviews prior action. 	P1	R6
S010800530	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	2	Trade Regime	Promulgate the customs code.	PA	Fifth Review Prior action	M	At P1R5, completed on 1/1/07.	P1	R6
S010800531	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	4	Pricing and Marketing	Ministry of Commerce order abolishing the list of SOSUMO sugar wholesalers and establishing the freedom to operate for wholesalers on the basis of a set techinical criteria.	PA	Fourth Review Prior action	M	 Combined 3rd and 4th reviews prior action. 	P1	R6
S010800532	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	7	General government tax and expenditure reform	Creation of a unit attached to the office of the Ministry of Finance, responsible for the monitoring and coordination of public finance reforms.	PA	Fifth Review Prior action	M	At P1R5, completed on 11/28/06.	P1	R6
S010800533	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	7.1	Revenues	Finalize preparations for the introduction of a single taxpayer identification number for all government revenue services on July 1, 2005	PA	Second Review Prior action	M		P1	R6
S010800534	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	7.1	Revenues	Begin implementation of provisions for effective assessment and collection of income tax on Burundians working in local offices of all international agencies and institutions established in Burundi.	PA	Second Review Prior action	M		P1	R6
S010800535	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	7.1	Revenues	 Submit to parliament the new customs code, reflecting the comments of the IMF techinical mission on customs administartion 	PA	Fourth Review Prior action	M	 Combined 3rd and 4th reviews prior action. 	P1	R6
S010800536	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	7.1	Revenues	Launch the process of dismantling cross-ownership and consilidation of public sector assets with the government.	PA	Fifth Review Prior action	M	At P1R5, completed 1/29/07.	P1	R6
S010800537	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	7.2	Expenditures	Issue decree transferring payroll management to the Ministry of Finance	PA	Fifth Review Prior action	M	At P1R5, completed on 2/21/07.	P1	R6
S010800538	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	7.2	Expenditures	Establishing an exhaustive list of the kinds of expenditures that may be made without a prior payment order (ordonnancement)	PA	Sixth Review Prior action	M	At P1R6, met on 1/9/08.	P1	R6
S010800539	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	7.2	Expenditures	Launch an external audit of HIPC expenditures	PA	Sixth Review Prior action	M	At P1R6, met on 12/6/07.	P1	R6
S010800540	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	7.3	Treasury system	Introduction of the new budget and accounting charter with 2005 budget	PA	First Review Prior action	M		P1	R6
S010800541	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	7.3	Treasury system	Launch tenders for Treasury bills and bonds in standard denominations, managed by BRB for the account of the government	PA	Fifth Review Prior action	M	At P1R5, first tender launched on 12/29/06.	P1	R6
S010800542	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	7.3	Treasury system	Clarifying the provision of article 52 of the Public Accounting law.	PA	Sixth Review Prior action	M	At P1R6, met on 1/9/08.	P1	R6
S010800543	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	7.3	Treasury system	Ministrial Orders of the Ministry of Finance concerning the status and prerogatives of the internal control office in the Ministry of Finance, and the duties of the office responsible for developing the IFMS	PA	Sixth Review Prior action	M	At P1R6, met on 1/8/08 and 12/31/07.	P1	R6
S010800544	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	7.4	Public employment	Launch the census operation of all government employees	PA	Sixth Review Prior action	M	At P1R6, met on 12/10/07.	P1	R6
S010800545	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	7.5	Wages	Reinforce civil service wage bill management through the posting of a budget control unit at the ministry of the civil service to monitor wage bill commitments and payments.	PA	Second Review Prior action	M		P1	R6
S010800546	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	7.7	Inter-governmental relations	Launch an external audit of cross-debts between the petroleum sector and the budget	PA	Sixth Review Prior action	M	At P1R6, met on 12/10/07.	P1	R6
S010800547	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	7.9	Budget approval and submission	Presentation of 2005 budget to parliament consistent with program objectives	PA	First Review Prior action	M		P1	R6
S010800548	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	7.9	Budget approval and submission	Adoption by Parliament of a budget law for 2004 in line with program objectives	PA	Program Prior Action	M		P1	R6
S010800549	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	7.9	Budget approval and submission	Approve the 2006 supplementary budget in accordance with the macroeconomic objectives for 2006, as discussed with the IMF staff	PA	Fourth Review Prior action	M	 Combined 3rd and 4th reviews prior action. 	P1	R6
S010800550	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	7.9	Budget approval and submission	Adoption by the council of ministers of a plan for clearing the domestic arrears of the budget, setting the amount to be cleared and the the clearing modalities agreed with IMF staff.	PA	Fourth Review Prior action	M	 Combined 3rd and 4th reviews prior action. 	P1	R6
S010800551	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	7.9	Budget approval and submission	Promulgate the 2007 Budget Law in conformity with the program discussed with the IMF staff.	PA	Fifth Review Prior action	M	Complited 12/30/06	P1	R6
S010800552	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	7.9	Budget approval and submission	Promulgate the 2008 budget law in conformity with the program discussed with the IMF.	PA	Sixth Review Prior action	M	At P1R6, met on 12/30/07.	P1	R6
S010800553	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	10	Financial sector	Adopt action plans for the rehabilitation of noncomplying banks.	PA	Fourth Review Prior action	M	 Combined 3rd and 4th reviews prior action. 	P1	R6
S010800554	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	10.1	Bank regulation and supervision	Approval by the council of ministers of the revised BRB charter and submit to Parliament.	PA	Sixth Review Prior action	M	At P1R6, met on 1/4/08. However, in approving the proposal for the revised central bank (BRB) charter, the council of ministers modified a number of articles, including to replace the governor as president of the board of directors of the BRB with one of the external board members. Staff will discuss the impact of these changes on the intended objective of central bank independence and, if needed, would propose corrective actions in line with best international practice in the context of discussions on an eventual successor PRGF arrangement.	P1	R6
S010800555	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	10.3	Financial legal reforms	Approval by council of ministers of the draft anti-money laundering law in keeping with IMF staff recommendations.	PA	Fifth Review Prior action	M	At P1R5, draft AML law approved by the council of ministers on 2/14/07.	P1	R6
S010800556	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	10.5	Monetary statistics	Transmit to the IMF the report on the internal audit of the BRB on program data, as specified in the TMU, for end-June and end-December 2005.	PA	Fourth Review Prior action	M	 Combined 3rd and 4th reviews prior action. 	P1	R6
S010800557	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	11	Agricultural Sector	Establish a committee for the coordination and monitoring of the coffee sector reform, with terms of reference, objectives, and operational modalities.	PA	Fourth Review Prior action	M	 Combined 3rd and 4th reviews prior action. 	P1	R6
S010800558	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	11	Agricultural Sector	Abolition the technical commissions of OCIBU.	PA	Fourth Review Prior action	M	 Combined 3rd and 4th reviews prior action. 	P1	R6
S010800559	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	11	Agricultural Sector	Reform the marketing committee of OCIBU to include representatives of all operators in the coffee sector.	PA	Fourth Review Prior action	M	 Combined 3rd and 4th reviews prior action. 	P1	R6
S010800560	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	11.4	Price liberalization	Abolish the loyer verger on coffee sector producers.	PA	Second Review Prior action	M		P1	R6
S010800561	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	11.4	Price liberalization	Publish ministerial order on the freedom of direct sales in the coffee sector	PA	Second Review Prior action	M		P1	R6
S010800562	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	13	Economic statistics	Submission to Parliament of the draft statistics law.	PA	Fifth Review Prior action	M	At P1R5, completed on 12/21/06.	P1	R6
S010800563	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	13	Economic statistics	Approve the implementing regulations for the statistics law	PA	Sixth Review Prior action	M	At P1R6, met on 12/20/07 (revised from 11/27/07 as shown in EBS/07/156).	P1	R6
S010800564	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	14.2	Legal and regulatory framework	Parliament passage of the anti-money laundering law	PA	Sixth Review Prior action	M	At P1R6, met on 12/17/07.	P1	R6
S010800565	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	14.3	Transparency	Submission to parliament of law on statute of magistrates of the audit court (Cour des comptes)	PA	First Review Prior action	M		P1	R6
S010800566	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	14.3	Transparency	Passage by parliament of a law on the status of magistrate of the audit court.	PA	Second Review Prior action	M		P1	R6
S010800567	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	1	Exchange System	Adopt and publish the single exchange system regulation	SB	06.30.2006	MD	At P1R5, regulation issued on 12/12/06.	P1	R6
S010800568	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	2	Trade Regime	Lift trade restrictions and price controls on sugar	SB	09.30.2005	M		P1	R6
S010800569	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	5	Public enterprises, reform and restructuring	Issue decree for the liberalization of coffee sector marketing and trade at all levels of the production chain	SB	03.31.2005	M		P1	R6
S010800570	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	6	Privatization	Begin privatizing coffee sector assets by launching tenders for Sogestals, washing stations, and the state share in SODECO	SB	06.30.2005	MD	At P1R3R4, tenders for sale of two washing stations launched in July 2005. No offers received.	P1	R6
S010800571	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	6	Privatization	Begin privatization program (with launch of tenders) of state shares in enterprises in the financial, industrial, and pther sectors	SB	12.30.2005	M	At P1R3R4, tenders for sale launched but suspended before closing date. Two firms (ALCOVIT and ONAPHA) were privatized in 2005.	P1	R6
S010800572	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	6	Privatization	Launch the coffee sector privatization program by issuing tenders for sale of the washing stations and shelling factoroes	SB	10.30.2006	NM	At P1R5, anticipated completion in 2007-08.	P1	R6
S010800573	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	7.1	Revenues	Extension of the transactions tax to domestically produced goods and services	SB	01.31.2004	M		P1	R6
S010800574	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	7.2	Expenditures	Complete audited inventory of domestic arrears	SB	06.30.2005	NM	At P1R3R4 inventory completed May 20, 2005. External audit completed February 20, 2006.	P1	R6
S010800575	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	7.5	Wages	Intergrate the Budget payroll in the Intergarted Finance Manegement Information System (IFMIS)	SB	12.30.2006	MD	At P1R5, completed on 2/20/07.	P1	R6
S010800576	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	10	Financial sector	Submit to the National Assembly the draft Anti-Money Laundering bill incorparating the comments of the IMF.	SB	09.30.2006	NM	At P1R5, completion anticipated in first quarter of 2007.	P1	R6
S010800577	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	10.1	Bank regulation and supervision	Assessment that all banks in operation meet the minimum capital requirement	SB	03.31.2004	M		P1	R6
S010800578	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	10.2	Central Bank reform	Submit to the National Assembly the revised BRB Charter establishing the independence of the central bank	SB	09.30.2006	NM	At P1R5, completion anticipated in first quarter of 2007.	P1	R6
S010800579	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	10.2	Central Bank reform	Launch of the first risk-based internal audit of the BRB.	SB	03.30.2007	M	At P1R6, done on February 12, 2007.	P1	R6
S010800580	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	13	Economic statistics	Adopt officially, and include in the PRSP, the development plan for statistics prepared by the IMF Statistics Mission in March 2006	SB	06.30.2006	MD	At P1R5, completed with council of ministers approval of the PRSP on 8/1/06.	P1	R6
S010800581	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	13	Economic statistics	Approval by the council of ministers of a new institutional framework for ISTEEBU and a new code for ISTEEBU employees that will allow them hence to produce, without interrupting the principal macroeconomic indicators	SB	06.30.2006	NM	At P1R5, anticipated with the implementing provisions of the statistics law in the first quarter of 2007.	P1	R6
S010800582	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	13	Economic statistics	Census of all employees in the civil service, police force, and army.	SB	06.30.2007	NM	At P1R6, launch delayed to December 2007.	P1	R6
S010800583	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	14.1	Corporate restructuring and governance	Adopt an action plan defining the new roles of coffee sector insttutions (including OCIBU) to be in place for the start of the 2006 crop season (April 2006), consistent with coffee sector reform strategy.	SB	11.30.2005	NM		P1	R6
S010800584	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	14.3	Transparency	Initiate audit, by the audit court, of the 2004 government accounts	SB	05.31.2005	M		P1	R6
S010800585	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	14.3	Transparency	Publication of the audit court's report of the 2004 government accounts.	SB	09.30.2005	NM	At P1R3R4, completed in December 6, 2005.	P1	R6
S010800586	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	1	Exchange System	Abolish remaining export surrender requirement (50 percent of coffee, tea, and cotton exports receipts)	SPC	03.31.2005	M		P1	R6
S010800587	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	7	General government tax and expenditure reform	Install a computarized financial management information system (IFMIS) of moderate size in the Ministry of Finance, with the link to the BRB, designed to monitor budget implementation (notably social spending), and produce summary fiscal tables.	SPC	10.30.2005	W	At P1R3R4, system launched January 1, 2006.	P1	R6
S010800588	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	7.5	Wages	Establishment of a single data file for the computerized management of the payroll at the Ministry of Finance	SPC	06.30.2007	W	At P1R6, waiver granted. This reflected the delay in conducting the census of public sector employees, which was to produce a single wage management file. Both targets were missed, primarily because of the impact of political tensions and delays and complications in the provision of technical assistance support. Delayed to mid-2008.	P1	R6
S010800589	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	7.8	Governance	Establishment of new auditing court (Cour des comptes)	SPC	03.31.2004	W	Waived at P1R1.	P1	R6
S010800590	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	10	Financial sector	Commence tendering of negotiable treasury securities in standard denominations managed by BRB for the account of the government	SPC	09.30.2006	W	At P1R5, first tender launched on 12/29/06.	P1	R6
S010800591	structural	538	burundi	PRGF	23.01.2004	22.01.2007	22.01.2008	16.01.2008	10.2	Central Bank reform	Adoption of weekly liquidity auctions and introduction of a marginal refinancing window at a penalty rate, and reform of the system of mandatory reserve requirements, with reserves to be held only in the form of deposits with the BRB.	SPC	06.30.2004	W	At P1R1, the PC was only partly observed as liquidity auctions were not introduced. Corrective action was taken and a waiver was granted.	P1	R6
S010800592	structural	563	cameroon	PRGF	24.10.2005	23.10.2008		19.12.2007	2	Trade Regime	Complete and implement the electronic one-stop shop to facilitate foreign trade	SB	06.30.2008	SB		P1	R4
S010800593	structural	563	cameroon	PRGF	24.10.2005	23.10.2008		19.12.2007				SB	09.30.2007	DL	At P1R4, rescheduled to 6/30/2008.	P1	R4
S010800594	structural	563	cameroon	PRGF	24.10.2005	23.10.2008		19.12.2007	4	Pricing and Marketing	Adjustment of retail prices of petroleum products and payment of budgetary transfers to SONARA as agreed with Fund staff.	SB	06.30.2006	M	Met for P1R2.	P1	R4
S010800595	structural	563	cameroon	PRGF	24.10.2005	23.10.2008		19.12.2007				SB	06.30.2007	M	Met for P1R4.	P1	R4
S010800596	structural	563	cameroon	PRGF	24.10.2005	23.10.2008		19.12.2007				SB	12.31.2005	MD	At P1R1, the subsidy payments to SONARA programmed for end-October were paid in mid-December 2005. At P1R1, this sb reworded from During the first year of the program, adjustment of retail prices and subsidy payments to SONARA as agreed with the Fund to Adjustment of retail prices of petroleum products and payment of budgetary transfers to SONARA as agreed with Fund staff. 	P1	R4
S010800597	structural	563	cameroon	PRGF	24.10.2005	23.10.2008		19.12.2007				SB	12.31.2006	M	Met for P1R3.	P1	R4
S010800598	structural	563	cameroon	PRGF	24.10.2005	23.10.2008		19.12.2007				SB	Continuous	SB		P1	R4
S010800599	structural	563	cameroon	PRGF	24.10.2005	23.10.2008		19.12.2007	4	Pricing and Marketing	Adoption of a formula for the revision of SONARA exit prices and a simplified structure of petroleum product prices to facilitate automatic adjustment	SB	12.31.2007	SB		P1	R4
S010800600	structural	563	cameroon	PRGF	24.10.2005	23.10.2008		19.12.2007	5	Public enterprises, reform and restructuring	Implement the social plan for CAMTEL adopted in May 2006	SB	07.31.2006	NM	At P1R2, indicated that sb met in mid-November 2006.	P1	R4
S010800601	structural	563	cameroon	PRGF	24.10.2005	23.10.2008		19.12.2007	5	Public enterprises, reform and restructuring	 Launching of the invitation for bids for the management contract of the public-private partnership for SNEC 	SB	03.31.2007	M		P1	R4
S010800602	structural	563	cameroon	PRGF	24.10.2005	23.10.2008		19.12.2007				SB	07.31.2006	NM	At P1R2, reprogrammed to end-March 2007.	P1	R4
S010800603	structural	563	cameroon	PRGF	24.10.2005	23.10.2008		19.12.2007	5	Public enterprises, reform and restructuring	Recruitment of a management contract team for CAMPOST.	SB	02.28.2006	NM	At P1R2, indicated that sb completed at end-October 2006.	P1	R4
S010800604	structural	563	cameroon	PRGF	24.10.2005	23.10.2008		19.12.2007	5	Public enterprises, reform and restructuring	Completion of preparatory work to establish a financial subsidiary of CAMPOST.	SB	06.30.2006	NM	At P1R1, reprogrammed to 12/31/06.	P1	R4
S010800605	structural	563	cameroon	PRGF	24.10.2005	23.10.2008		19.12.2007				SB	12.31.2006	NM	At P1R2, upgraded to an spc with 6/30/07 test date.	P1	R4
S010800606	structural	563	cameroon	PRGF	24.10.2005	23.10.2008		19.12.2007	6	Privatization	Finalization and adoption of privatization strategy of CAMTEL. 	SB	12.31.2005	M		P1	R4
S010800607	structural	563	cameroon	PRGF	24.10.2005	23.10.2008		19.12.2007	6	Privatization	Finalization of sectoral strategy on telecommunications to privatize CAMTEL.	SB	10.31.2005	M		P1	R4
S010800608	structural	563	cameroon	PRGF	24.10.2005	23.10.2008		19.12.2007	6	Privatization	Offering CAMTEL for sale.	SB	03.31.2007	M		P1	R4
S010800609	structural	563	cameroon	PRGF	24.10.2005	23.10.2008		19.12.2007				SB	06.30.2006	DL	At P1R2, test date reprogrammed for end-March 2007.	P1	R4
S010800610	structural	563	cameroon	PRGF	24.10.2005	23.10.2008		19.12.2007	6	Privatization	Implement the social plan for CAMTEL adopted in May 2006.	SB	07.31.2006	M		P1	R4
S010800611	structural	563	cameroon	PRGF	24.10.2005	23.10.2008		19.12.2007	7.1	Revenues	Completion of the work to connect the information system of the General Directorate of Taxes (MESURE) to that of the General Directorate of Customs (ASYCUDA)	SB	03.31.2008	SB		P1	R4
S010800612	structural	563	cameroon	PRGF	24.10.2005	23.10.2008		19.12.2007				SB	11.30.2007	DL	At P1R4, rescheduled to 3/31/2008.	P1	R4
S010800613	structural	563	cameroon	PRGF	24.10.2005	23.10.2008		19.12.2007	7.1	Revenues	Submission to the government of the summary report on the work and recommendations of the Review Commission of Domestic and Foreign Trade Taxation, in order to assist the government in formulating its medium-term tax policy.	SB	12.31.2007	SB		P1	R4
S010800614	structural	563	cameroon	PRGF	24.10.2005	23.10.2008		19.12.2007	7.1	Revenues	Reduction of the number of tax centers for small taxpayers with the establishment of initial experimental pilot sites in Yaounde and Douala.	SB	12.31.2007	SB	Streamlined in R4	P1	R4
S010800615	structural	563	cameroon	PRGF	24.10.2005	23.10.2008		19.12.2007	7.1	Revenues	Completion of work related to streamlining taxpayer identification, reforming the single identification number, and safeguarding the single taxpayer file	SB	10.31.2007	DL	At P1R4, rescheduled to 12/31/2007.	P1	R4
S010800616	structural	563	cameroon	PRGF	24.10.2005	23.10.2008		19.12.2007				SB	12.31.2007	SB		P1	R4
S010800617	structural	563	cameroon	PRGF	24.10.2005	23.10.2008		19.12.2007	7.1	Revenues	Adoption of a medium-term tax refrom plan building upon the recommendations of the Review Commission of Domestic and Foreign Trade Taxation. 	SB	06.30.2008	SB		P1	R4
S010800618	structural	563	cameroon	PRGF	24.10.2005	23.10.2008		19.12.2007	7.2	Expenditures	Prepare and implement measures to improve the execution oversight system and physical and financial monitoring of central government expenditure.	SB	07.31.2006	M		P1	R4
